time,mag
2023-03-10 00:54:48.811953408,1.1026406882929414
2023-03-10 02:41:46.728636672,0.2346321366111436
2023-03-10 02:43:26.880993280,0.6309064255197545
2023-03-10 02:55:16.049869824,0.7672925212363804
2023-03-10 03:36:01.112591104,1.0378999147261536
2023-03-10 04:05:03.613936128,0.858030537460668
2023-03-10 04:26:05.243546368,1.0441253461483355
2023-03-10 06:11:41.190888704,0.2798527896434319
2023-03-10 06:30:36.495442688,1.0464756555601746
2023-03-10 08:05:13.242319616,1.0951605157453363
2023-03-10 09:05:37.285758464,1.200178598917759
2023-03-10 09:44:34.517204736,1.0647167472344077
2023-03-10 12:34:48.638161408,0.2787065974077674
2023-03-10 12:39:18.769373440,0.7071845064570694
2023-03-10 13:29:50.497840896,0.5125957705405924
2023-03-10 13:58:58.027598592,1.4196504750838663
2023-03-10 14:20:23.838821120,3.151587181576929
2023-03-10 15:13:25.304439040,1.0549114501629542
2023-03-10 15:48:10.567703040,1.618880547682788
2023-03-10 16:12:10.306629376,1.456826144533251
2023-03-10 16:23:20.154254848,1.3074550091549073
2023-03-10 17:10:25.275352832,0.3602635999142818
2023-03-10 18:00:32.718574592,1.877078084143668
2023-03-10 18:08:47.550537216,0.714981851621743
2023-03-10 18:17:38.862597632,1.445761316890937
2023-03-10 18:26:41.839921408,1.267065758865178
2023-03-10 20:31:03.261659392,1.627230742042037
2023-03-10 20:55:53.990268928,0.7344937420137736
2023-03-10 21:47:34.611784960,1.0521567722136862
2023-03-10 22:03:21.174477056,0.6164641869710482
2023-03-10 22:36:05.469077504,0.1470009798492711
2023-03-10 22:44:04.585380096,0.713343975992105
2023-03-10 23:05:31.976918272,1.050848252009573
2023-03-10 23:20:51.524667648,1.453614611568732
2023-03-10 00:34:27.583040512,1.914906369115584
2023-03-11 01:22:01.341861888,0.7047114066039238
2023-03-11 01:30:26.334708736,1.2554213050858891
2023-03-11 02:40:54.289235456,0.8965219864475759
2023-03-11 02:49:36.453027840,1.394916482017005
2023-03-11 02:58:32.897902848,1.194495163914256
2023-03-11 03:19:21.172077056,0.8491389504197167
2023-03-11 03:26:47.610350080,1.6547118832505907
2023-03-11 03:54:33.402598144,1.5921607139721878
2023-03-11 06:09:08.035613184,1.2907082727561678
2023-03-11 06:42:45.332046336,0.7071299865931091
2023-03-11 06:45:22.076141312,1.7240036551284978
2023-03-11 07:19:02.121701120,0.8671432950907827
2023-03-11 07:37:15.312542976,0.9203582564390828
2023-03-11 07:59:17.957740032,0.4028411021215677
2023-03-11 08:20:10.482102528,1.2597244911025292
2023-03-11 09:32:37.854910208,1.0411485606101158
2023-03-11 09:53:27.243878656,0.6602719216011808
2023-03-11 11:25:53.949530112,1.0244830582290898
2023-03-11 13:19:21.278193664,1.3931376893470666
2023-03-11 13:19:24.835784448,0.9725781819711468
2023-03-11 13:44:12.981860096,1.3004522591301448
2023-03-11 14:10:48.223367424,0.7086550744956738
2023-03-11 14:43:06.266284544,0.7143737097798766
2023-03-11 14:58:55.378964736,1.658815980961734
2023-03-11 15:10:12.874812672,0.7959217866389248
2023-03-11 15:15:42.413256192,1.339982019799792
2023-03-11 15:40:36.128531712,1.095066530198934
2023-03-11 16:37:34.397360128,0.7923831538102262
2023-03-11 17:47:57.992871168,1.5681284274889222
2023-03-11 17:58:19.407965696,0.1092980403335475
2023-03-11 19:00:17.566534912,1.489378560430123
2023-03-11 19:04:41.217323264,0.9260790941557776
2023-03-11 19:29:39.213290752,0.954060400055356
2023-03-11 22:13:38.594996224,1.6554927808059705
2023-03-11 22:15:14.935998464,1.5178526895790878
2023-03-11 22:15:18.017723392,1.7072542719468518
2023-03-11 22:57:15.192287488,0.7904530115250268
2023-03-11 23:45:18.709470208,1.1306942470189656
2023-03-11 23:57:15.462377984,1.3041543742723918
2023-03-11 00:47:51.314064384,0.567130317384318
2023-03-12 01:26:12.712254976,0.9250601793346316
2023-03-12 01:45:25.828167168,1.5522462617606625
2023-03-12 01:46:29.043392256,0.9113864931276016
2023-03-12 03:32:07.545319168,1.2680621470522424
2023-03-12 05:12:02.982478592,1.4753814450797331
2023-03-12 05:38:50.015377664,0.3836649474474339
